"","city","avgRating"
"25789","Bouse",0.948571428571428
"25790","Hillside",NA
"25791","Magma",0.881
"25792","Dilkon",0.94
"25793","Spring Valley",NA
"25794","North Komelik",NA
"25795","Littletown",0.925
"25796","Bosque",NA
"25797","Peach Springs",NA
"25798","Douglas",NA
"25799","Lochiel",NA
"25800","Three Points",0.927
"25801","Gray Mountain",NA
"25802","Ajo",NA
"25803","Huachuca City",NA
"25804","Comobabi",0.95
"25805","Parker Strip",NA
"25806","Apache Junction",NA
"25807","Pinedale",NA
"25808","Tat Momoli",NA
"25809","Olberg",NA
"25810","Sonoita",NA
"25811","Geronimo",NA
"25812","Kirkland Junction",NA
"25813","Marble Canyon",NA
"25814","Strawberry",NA
"25815","Prescott",NA
"25816","Bumble Bee",NA
"25817","Rock Springs",NA
"25818","Bisbee",NA
"25819","Growler",NA
"25820","Sun City",NA
"25821","Cottonwood",NA
"25822","Whiteriver",NA
"25823","Ligurta",NA
"25824","Yarnell",NA
"25825","Sierra Vista",NA
"25826","Sunflower",NA
"25827","Anthem",0.904
"25828","Bullhead City",NA
"25829","Sacaton",NA
"25830","Morristown",NA
"25831","Roll",NA
"25832","Kirkland",NA
"25833","Cibecue",NA
"25834","Ventana",NA
"25835","Big Springs",0.986666666666667
"25836","Flores",NA
"25837","Joseph City",NA
"25838","Golden Valley",NA
"25839","Grand Canyon",NA
"25840","Flowing Springs",NA
"25841","Tonalea",NA
"25842","Cane Beds",NA
"25843","Fortuna Foothills",NA
"25844","Midway",NA
"25845","Mohave Valley",NA
"25846","Pearce",0.901
"25847","Casa Grande",NA
"25848","Desert Hills",NA
"25849","Franconia",NA
"25850","Jerome",NA
"25851","Cashion",NA
"25852","Mesa del Caballo",NA
"25853","Winslow",NA
"25854","Cordes Lakes",NA
"25855","Snowflake",NA
"25856","Linden",NA
"25857","Casa Blanca",NA
"25858","Hyder",NA
"25859","Gadsden",NA
"25860","Tacna",NA
"25861","Tanque Verde",0.925
"25862","Heber",NA
"25863","Meadview",NA
"25864","Cornville",NA
"25865","Nutrioso",NA
"25866","Yuma",NA
"25867","Mexican Water",NA
"25868","Central",NA
"25869","Drexel Heights",0.927
"25870","Corona de Tucson",0.927
"25871","Carrizo",NA
"25872","Oxbow Estates",NA
"25873","Oak Springs",0.902857142857143
"25874","Central Heights",NA
"25875","Toltec",NA
"25876","Sahuarita",0.927
"25877","Hotevilla",NA
"25878","Pimaco Two",NA
"25879","Vicksburg",0.94
"25880","Somerton",NA
"25881","Clarkdale",NA
"25882","Clay Springs",NA
"25883","Bagdad",NA
"25884","Camp Creek",0.897
"25885","Chino Valley",NA
"25886","Campo Bonito",0.901
"25887","Winona",NA
"25888","Cochise",NA
"25889","Glenbar",NA
"25890","Rock Point",0.86
"25891","Benson",NA
"25892","Mohawk",NA
"25893","Willow Canyon",0.925
"25894","Tumacacori",NA
"25895","Chilchinbito",NA
"25896","Beardsley",NA
"25897","Pica",NA
"25898","Elgin",NA
"25899","Miracle Valley",NA
"25900","Quijotoa",0.92
"25901","Ganado",0.953333333333333
"25902","Naco",NA
"25903","Saint David",NA
"25904","Citrus Park",NA
"25905","Chiawuli Tak",0.95
"25906","Springerville",NA
"25907","Sunizona",NA
"25908","Ali Molina",0.95
"25909","Tusayan",NA
"25910","Oracle Junction",0.925
"25911","Piedra",0.77
"25912","Ko Vaya",0.95
"25913","Mesquite Creek",NA
"25914","Chandler",NA
"25915","South Komelik",0.95
"25916","Youngtown",NA
"25917","Kaka",NA
"25918","Nolic",0.95
"25919","Willcox",NA
"25920","Woodruff",NA
"25921","Schuchk",NA
"25922","Wide Ruins",0.926666666666667
"25923","Williams",NA
"25924","Moenkopi",NA
"25925","Paul Spur",NA
"25926","Fountain Hills",NA
"25927","Amado",NA
"25928","Whispering Pines",NA
"25929","Kayenta",NA
"25930","Low Mountain",NA
"25931","Mammoth",NA
"25932","Quivero",NA
"25933","Glendale",NA
"25934","Willaha",0.93
"25935","Carmen",NA
"25936","Sells",0.95
"25937","San Tan Valley",NA
"25938","Bellemont",NA
"25939","Tanque",NA
"25940","Munds Park",0.915
"25941","Wellton",NA
"25942","Randolph",NA
"25943","Sasabe",0.843333333333333
"25944","Red Lake",NA
"25945","Klagetoh",0.953333333333333
"25946","Eagar",0.95
"25947","Sheldon",NA
"25948","Lewis Springs",NA
"25949","Pine",NA
"25950","Kykotsmovi Village",NA
"25951","Hayden",NA
"25952","Lukeville",NA
"25953","Surprise",0.907
"25954","Higley",NA
"25955","South Tucson",0.925
"25956","Dome",NA
"25957","Dewey-Humboldt",NA
"25958","Kofa",NA
"25959","Double Adobe",NA
"25960","Elfrida",NA
"25961","Casas Adobes",0.925
"25962","Solomon",NA
"25963","Nelson",NA
"25964","Dennehotso",NA
"25965","Avra Valley",0.9
"25966","Childs",NA
"25967","Brenda",0.94
"25968","Litchfield Park",NA
"25969","Sentinel",NA
"25970","Globe",NA
"25971","Pinon",NA
"25972","Mormon Lake",NA
"25973","Lake Havasu City",NA
"25974","Two Guns",NA
"25975","Colorado City",NA
"25976","Bluewater",NA
"25977","Charco",NA
"25978","Goodyear",NA
"25979","Cedar Creek",NA
"25980","Beyerville",NA
"25981","Cleator",NA
"25982","Peoria",0.905
"25983","Oraibi",NA
"25984","Nazlini",0.953333333333333
"25985","Burnside",1
"25986","Sonora",NA
"25987","Washington Park",NA
"25988","Moccasin",NA
"25989","Freedom Acres",NA
"25990","San Jose",NA
"25991","Topock",NA
"25992","Mount Trumbull",0.92
"25993","Camp Verde",NA
"25994","Bon",NA
"25995","Taylor",NA
"25996","Sun Valley",NA
"25997","Valentine",NA
"25998","New River",0.902
"25999","Cameron",NA
"26000","Copper Hill",NA
"26001","Kingman",NA
"26002","Topawa",0.95
"26003","North Rim",NA
"26004","Young",NA
"26005","Indian Wells",0.886666666666667
"26006","Flowing Wells",0.925
"26007","Cibola",NA
"26008","Pisinemo",NA
"26009","Winkelman",NA
"26010","Kohatk",NA
"26011","East Fork",NA
"26012","Santa Cruz",NA
"26013","Portal",NA
"26014","Jeddito",NA
"26015","McConnico",NA
"26016","Artesia",NA
"26017","White Cone",1
"26018","Wagoner",NA
"26019","Franklin",0.813333333333333
"26020","Poston",0.913333333333333
"26021","Seba Dalkai",NA
"26022","Theba",0.77
"26023","Davis Dam",NA
"26024","Cowlic",0.92
"26025","Arivaca",NA
"26026","Thatcher",NA
"26027","Pinta",0.89
"26028","Hackberry",NA
"26029","Wahak Hotrontk",NA
"26030","Florence",NA
"26031","Phoenix",NA
"26032","Forest Lakes Estates",NA
"26033","Rye",NA
"26034","Parks",NA
"26035","San Luis",NA
"26036","Mayer",NA
"26037","Cutter",NA
"26038","Skull Valley",NA
"26039","Tempe",NA
"26040","La Paz Valley",0.963333333333333
"26041","Carefree",NA
"26042","Patagonia",NA
"26043","Kohls Ranch",NA
"26044","Dolan Springs",NA
"26045","Red Mesa",NA
"26046","Winslow West",NA
"26047","Paradise Valley",NA
"26048","Payson",NA
"26049","Mojave Ranch Estates",NA
"26050","Nicksville",NA
"26051","Page",NA
"26052","Christopher Creek",NA
"26053","Ash Fork",NA
"26054","Midland City",NA
"26055","Clifton",NA
"26056","Cactus Flat",NA
"26057","Chambers",0.86
"26058","Porthill",NA
"26059","Nampa",0.913
"26060","Clover",NA
"26061","Saint Maries",NA
"26062","Kellogg",NA
"26063","Berenice",NA
"26064","Atlanta",NA
"26065","Nordman",NA
"26066","Pocatello",NA
"26067","Lemhi",0.94
"26068","Chilly",NA
"26069","Post Falls",NA
"26070","Henry",NA
"26071","Chesterfield",NA
"26072","Parker",NA
"26073","Sugar City",NA
"26074","Murtaugh",NA
"26075","Challis",NA
"26076","Lakeview",NA
"26077","Notus",0.91
"26078","Winchester",NA
"26079","Malad City",NA
"26080","Riggins",NA
"26081","Eden",NA
"26082","Avery",NA
"26083","Hailey",NA
"26084","Boise",0.914
"26085","Rockland",NA
"26086","Greer",NA
"26087","Freedom",NA
"26088","Thama",NA
"26089","Craigmont",NA
"26090","Irwin",NA
"26091","Ucon",NA
"26092","Sunbeam",NA
"26093","Spencer",0.9
"26094","Rockford Bay",NA
"26095","Blanchard",NA
"26096","Greenleaf",NA
"26097","Border",NA
"26098","Wardner",NA
"26099","Victor",NA
"26100","Copeland",NA
"26101","Thornton",NA
"26102","Daniels",NA
"26103","Basin",0.92
"26104","Crouch",NA
"26105","Felt",NA
"26106","Deary",NA
"26107","State Line Village",NA
"26108","Gannett",NA
"26109","Edmonds",NA
"26110","Hill City",0.93
"26111","Swan Valley",NA
"26112","Priest River",NA
"26113","Menan",NA
"26114","Albion",NA
"26115","Kootenai",NA
"26116","Clark Fork",NA
"26117","Lund",NA
"26118","Sharon",NA
"26119","Samaria",NA
"26120","Smelterville",NA
"26121","Roseworth",NA
"26122","Eagle",0.915
"26123","Raymond",NA
"26124","Rexburg",NA
"26125","Clayton",NA
"26126","Tetonia",NA
"26127","Hamer",NA
"26128","Kendrick",NA
"26129","Rigby",NA
"26130","Kooskia",NA
"26131","Sweet",0.914
"26132","Acequia",0.913333333333333
"26133","Butte City",NA
"26134","Grangeville",0.915
"26135","Leslie",NA
"26136","Smiths Ferry",NA
"26137","Myrtle",NA
"26138","Pinehurst",NA
"26139","Helmer",NA
"26140","Chatcolet",NA
"26141","Tyhee",NA
"26142","Buist",NA
"26143","Weippe",NA
"26144","Lewiston Orchards",NA
"26145","Huston",0.909
"26146","Burgdorf",NA
"26147","McCall",NA
"26148","Barber",0.914
"26149","Whitney",NA
"26150","Grace",NA
"26151","Horseshoe Bend",0.915
"26152","Robin",NA
"26153","Lost River",NA
"26154","Lake Fork",NA
"26155","Holbrook",NA
"26156","Montpelier",NA
"26157","Bancroft",NA
"26158","Council",NA
"26159","Hayden Lake",NA
"26160","Stanley",NA
"26161","Fruitland",NA
"26162","Sublett",NA
"26163","Rathdrum",NA
"26164","Hatch",NA
"26165","Juliaetta",NA
"26166","White Bird",0.915
"26167","Hot Springs",0.9625
"26168","De Smet",NA
"26169","Homedale",NA
"26170","Stone",NA
"26171","New Meadows",NA
"26172","Spirit Lake",NA
"26173","Moyie Springs",NA
"26174","Lucile",NA
"26175","Hollister",NA
"26176","Paul",0.92
"26177","Harpster",NA
"26178","Ammon",NA
"26179","Middleton",0.923
"26180","Careywood",NA
"26181","Fernan Lake Village",NA
"26182","Bliss",0.892
"26183","Elk River",NA
"26184","Bowmont",NA
"26185","Byrne",NA
"26186","Hammett",0.95
"26187","Mesa",NA
"26188","Placerville",NA
"26189","Lincoln",NA
"26190","Pegram",NA
"26191","Lapwai",NA
"26192","Payette",NA
"26193","Humphrey",0.8
"26194","Plummer",NA
"26195","Lava Hot Springs",NA
"26196","Gifford",NA
"26197","Oldtown",NA
"26198","Fort Hall",NA
"26199","Bovill",NA
"26200","Letha",0.924
"26201","Stites",NA
"26202","Kimberly",NA
"26203","Downey",NA
"26204","Parma",NA
"26205","Osgood",NA
"26206","Naples",NA
"26207","Coolin",NA
"26208","Moreland",NA
"26209","Murphy",NA
"26210","Virginia",NA
"26211","Santa",NA
"26212","Cambridge",0.886666666666667
"26213","Pierce",NA
"26214","Fruitvale",NA
"26215","Bone",NA
"26216","Owyhee",NA
"26217","Midvale",0.864
"26218","Groveland",NA
"26219","Sweetwater",NA
"26220","Algoma",NA
"26221","Weston",NA
"26222","Glenwood",NA
"26223","Cottonwood",NA
"26224","Rupert",0.92
"26225","Emida",NA
"26226","Shoshone",NA
"26227","Paris",NA
"26228","Carey",NA
"26229","Idaho City",NA
"26230","Reubens",NA
"26231","Mink Creek",NA
"26232","Gibbonsville",0.96
"26233","Big Springs",NA
"26234","Athol",NA
"26235","Lewisville",NA
"26236","North Fork",0.96
"26237","Crystal",NA
"26238","Kuna",NA
"26239","Soda Springs",NA
"26240","Conkling Park",NA
"26241","Moore",NA
"26242","Kamiah",NA
"26243","Prairie",NA
"26244","Marion",0.92
"26245","Palisades",NA
"26246","Darlington",NA
"26247","Jerome",NA
"26248","Grant",NA
"26249","Bennington",NA
"26250","Terreton",NA
"26251","Thatcher",NA
"26252","Arbon",NA
"26253","New Plymouth",NA
"26254","Basalt",NA
"26255","Drummond",NA
"26256","Tensed",NA
"26257","Peck",NA
"26258","Rockford",NA
"26259","Niter",NA
"26260","Big Creek",NA
"26261","Picabo",NA
"26262","Hansen",NA
"26263","Potlatch",NA
"26264","Donnelly",NA
"26265","Iona",NA
"26266","Ponderay",NA
"26267","Aberdeen",NA
"26268","McCammon",NA
"26269","Clementsville",NA
"26270","Gooding",NA
"26271","Pearl",0.915
"26272","Shoup",0.94
"26273","Burley",NA
"26274","Firth",NA
"26275","Meadows",NA
"26276","Eastport",NA
"26277","Orofino",NA
"26278","Wendell",NA
"26279","Salmon",0.94
"26280","Melba",NA
"26281","Twin Falls",NA
"26282","Warm River",NA
"26283","Gem",NA
"26284","Princeton",NA
"26285","Ovid",NA
"26286","Mayfield",NA
"26287","Huetter",NA
"26288","Glenns Ferry",0.95
"26289","Ola",NA
"26290","Wilder",NA
"26291","Cobalt",0.94
"26292","Harrison",NA
"26293","Cleveland",NA
"26294","Gwenford",NA
"26295","Elba",NA
"26296","Nezperce",NA
"26297","Fenn",NA
"26298","Oakley",0.92
"26299","Rose Lake",NA
"26300","Hope",NA
"26301","Georgetown",NA
"26302","Montour",0.915
"26303","Rogerson",NA
"26304","Woodruff",NA
"26305","Wayan",NA
"26306","Fairview",NA
"26307","Garden City",0.91
"26308","Oxford",NA
"26309","Buhl",NA
"26310","East Hope",NA
"26311","Sandpoint",NA
"26312","Mountain Home",NA
"26313","Banks",NA
"26314","Carmen",0.96
"26315","Mackay",NA
"26316","Geneva",NA
"26317","Spalding",NA
"26318","Hauser",NA
"26319","Lenore",NA
"26320","Pine",NA
"26321","Hayden",NA
"26322","Lorenzo",NA
"26323","Bloomington",NA
"26324","Sterling",NA
"26325","Filer",NA
"26326","Bellevue",NA
"26327","Cuprum",NA
"26328","Atomic City",NA
"26329","Inkom",NA
"26330","Cocolalla",NA
"26331","Heyburn",0.92
"26332","Garden Valley",NA
"26333","Declo",NA
"26334","Headquarters",NA
"26335","Roberts",NA
"26336","Saint Joe",NA
"26337","Dubois",0.9
"26338","Lowman",NA
"26339","Dalton Gardens",NA
"26340","Newdale",NA
"26341","American Falls",NA
"26342","Hagerman",NA
"26343","Warren",NA
"26344","Banida",NA
"26345","Enaville",NA
"26346","Caldwell",0.922
"26347","Swanlake",NA
"26348","Onaway",NA
"26349","Riverside",NA
"26350","Burke",NA
"26351","Blackfoot",NA
"26352","Moscow",NA
"26353","Lamont",NA
"26354","Teton",NA
"26355","Conda",NA
"26356","Tuttle",NA
"26357","King Hill",0.933333333333333
"26358","Gray",NA
"26359","Orchard",NA
"26360","Yellow Pine",NA
"26361","Baker",0.94
"26362","Cascade",NA
"26363","Chester",NA
"26364","Star",0.927
"26365","Kilgore",NA
"26366","Parkline",NA
"26367","Castleford",NA
"26368","Camas",NA
"26369","Sun Valley",NA
"26370","Genesee",NA
"26371","Roy",NA
"26372","Fernwood",NA
"26373","Marsing",NA
"26374","Shelley",NA
"26375","Wallace",NA
"26376","Osburn",NA
"26377","Fairfield",NA
"26378","Pollock",NA
"26379","Hazelton",NA
"26380","Island Park",NA
"26381","Richfield",NA
"26382","Ketchum",NA
"26383","Saint Anthony",NA
"26384","Arimo",NA
"26385","Colburn",NA
"26386","Dayton",NA
"26387","Dietrich",NA
"26388","Arco",NA
"26389","Mullan",NA
"26390","Bruneau",0.9625
"26391","Driggs",NA
"26392","Coeur d'Alene",NA
"26393","Nounan",NA
"26394","Ririe",NA
"26395","Weiser",NA
"26396","Franklin",NA
"26397","Bayview",NA
"26398","Ashton",NA
"26399","Lewiston",NA
"26400","Preston",NA
"26401","Murray",NA
"26402","Silver City",NA
"26403","Grand View",NA
"26404","Idmon",NA
"26405","Heglar",NA
"26406","Worley",NA
"26407","Springdale",0.92
"26408","Chubbuck",NA
"26409","Malta",NA
"26410","Idaho Falls",NA
"26411","Ferdinand",NA
"26412","Springfield",NA
"26413","Elmira",NA
"26414","Saint Charles",NA
"26415","Fish Haven",NA
"26416","Bonners Ferry",NA
"26417","Meridian",0.916
"26418","Monteview",0.9
"26419","Mud Lake",NA
"26420","Gardena",NA
"26421","Troy",NA
"26422","Culdesac",NA
"26423","Emmett",0.925
"26424","Dover",NA
"26425","Indian Valley",NA
"26426","Grouse",NA
"26427","Minidoka",NA
"26428","Clifton",NA
"26429","Oreana",NA
"26430","Turner",NA
"26431","Bantam",0.903
"26432","South Windham",0.908
"26433","South Woodstock",0.916
"26434","Torrington",0.903
"26435","Kensington",0.918
"26436","New London",NA
"26437","Thompsonville",0.898
"26438","Greens Farms",0.904
"26439","Milford",0.901
"26440","Coventry Lake",0.913
"26441","Waterbury",0.914
"26442","Newtown",0.9
"26443","Noank",NA
"26444","Greenfield Hill",0.907
"26445","Norfolk",0.893
"26446","Cannondale",0.907
"26447","Oakville",0.914
"26448","Titicus",0.905
"26449","Shelton",0.91
"26450","Moodus",0.915
"26451","New Britain",0.912
"26452","Baltic",NA
"26453","Groton",NA
"26454","Broad Brook",0.908
"26455","Durham",0.916
"26456","Manchester",0.91
"26457","Darien",0.903
"26458","Poquonock Bridge",NA
"26459","Old Greenwich",0.911
"26460","Heritage Village",0.912
"26461","Wauregan",NA
"26462","West Mystic",NA
"26463","City of Milford (balance)",0.901
"26464","Moosup",NA
"26465","Orange",0.908
"26466","Naugatuck",0.908
"26467","Windsor Locks",0.906
"26468","Pemberwick",0.896
"26469","Blue Hills",0.91
"26470","Putnam",0.922
"26471","Gales Ferry",NA
"26472","Suffield Depot",0.898
"26473","Canton Valley",0.912
"26474","Higganum",0.912
"26475","Ridgefield",0.905
"26476","Quinebaug",0.922
"26477","New Milford",0.906
"26478","Colchester",0.908
"26479","Jewett City",NA
"26480","Southport",0.903
"26481","Niantic",NA
"26482","Storrs",0.91
"26483","Bridgeport",0.907
"26484","Willimantic",0.91
"26485","Watertown",0.907
"26486","Lake Pocotopaug",0.915
"26487","Newington",0.912
"26488","Plantsville",0.918
"26489","Clinton",0.918
"26490","Groton Long Point",NA
"26491","Mystic",NA
"26492","Trumbull",0.904
"26493","Collinsville",0.912
"26494","Wethersfield",0.917
"26495","Stratford",0.903
"26496","North Grosvenor Dale",0.919
"26497","Falls Village",0.906
"26498","Norwalk",0.899
"26499","Greenwich",0.896
"26500","Crystal Lake",0.897
"26501","Middletown",0.912
"26502","Tariffville",0.911
"26503","Meriden",0.915
"26504","Stonington",NA
"26505","Riverside",0.911
"26506","Terramuggus",0.913
"26507","Southwood Acres",0.898
"26508","Bethel",0.908
"26509","Stafford Springs",0.894
"26510","Danbury",0.915
"26511","East Hartford",0.911
"26512","East Haven",0.908
"26513","Brooklyn",0.92
"26514","Terryville",0.918
"26515","Woodmont",0.902
"26516","Topstone",0.907
"26517","Ansonia",0.908
"26518","Pawcatuck",NA
"26519","Rockville",0.912
"26520","Cos Cob",0.911
"26521","South Coventry",0.913
"26522","North Granby",0.901
"26523","Salmon Brook",0.909
"26524","West Hartford",0.91
"26525","West Haven",0.906
"26526","Canaan",0.908
"26527","Waterford",NA
"26528","Lakeville",NA
"26529","Sharon",NA
"26530","East Brooklyn",0.926
"26531","Fenwick",0.915
"26532","Uncasville",NA
"26533","Thomaston",0.918
"26534","Aspetuck",0.905
"26535","Long Hill",NA
"26536","Westport",0.904
"26537","Lyons Plain",0.905
"26538","Old Mystic",NA
"26539","Georgetown",0.907
"26540","Hazardville",0.898
"26541","Somers",0.898
"26542","Litchfield",0.909
"26543","Hartford",0.91
"26544","Sherwood Manor",0.898
"26545","Glenville",0.896
"26546","Glastonbury Center",0.913
"26547","Danielson",0.929
"26548","Winsted",0.893
"26549","Byram",0.897
"26550","West Simsbury",0.911
"26551","Bristol",0.918
"26552","Derby",0.913
"26553","North Haven",0.916
"26554","Branchville",0.907
"26555","East Hampton",0.914
"26556","New Haven",0.905
"26557","Saybrook Manor",0.918
"26558","Norwich",NA
"26559","Mansfield Center",0.907
"26560","Stamford",0.906
"26561","Weatogue",0.911
"26562","Portland",0.916
"26563","New Preston",0.914
"26564","Bridgton",NA
"26565","South Windham",NA
"26566","Clayton Lake",1
"26567","Lille",NA
"26568","Van Buren",NA
"26569","Rockwood",NA
"26570","Olamon",NA
"26571","South Eliot",0.913
"26572","Presque Isle",NA
"26573","Lisbon Falls",NA
"26574","Stratton",NA
"26575","Biddeford",NA
"26576","Brunswick",NA
"26577","Port Clyde",0.925
"26578","South Paris",NA
"26579","Washburn",NA
"26580","Addison",NA
"26581","Milford",0.891
"26582","Lubec",NA
"26583","South Lagrange",0.848
"26584","Castine",0.946
"26585","Falmouth",NA
"26586","Hampden Highlands",0.905
"26587","Bar Harbor",NA
"26588","West Forks",NA
"26589","Anson",NA
"26590","Mechanic Falls",NA
"26591","Fort Fairfield",NA
"26592","Winterville",NA
"26593","Hampden",0.908
"26594","Marion",NA
"26595","Woodland",NA
"26596","Millinocket",NA
"26597","North East Carry",NA
"26598","Madawaska",NA
"26599","Skowhegan",NA
"26600","Farmingdale",NA
"26601","Gorham",NA
"26602","Topsham",NA
"26603","Kennebunkport",NA
"26604","Richmond",NA
"26605","Dover-Foxcroft",NA
"26606","Dixfield",NA
"26607","Littlejohn Island",NA
"26608","Saco",NA
"26609","Dickey",NA
"26610","Macwahoc",NA
"26611","Camden",0.92
"26612","Milo",NA
"26613","Norridgewock",NA
"26614","Falmouth Foreside",NA
"26615","Brookton",NA
"26616","Orono",0.89
"26617","Blue Hill",NA
"26618","Bar Mills",NA
"26619","Standish",NA
"26620","Wilton",NA
"26621","Wilsons Mills",NA
"26622","Calais",NA
"26623","Old Town",0.891
"26624","Unity",NA
"26625","Alfred",NA
"26626","Sanford",NA
"26627","Auburn",NA
"26628","Norway",NA
"26629","South Portland",NA
"26630","Cape Neddick",0.911
"26631","Waterville",NA
"26632","Livermore Falls",NA
"26633","Mexico",NA
"26634","Rockland",0.918
"26635","Guilford",NA
"26636","Saint David",NA
"26637","Pittsfield",NA
"26638","North Amity",NA
"26639","Kezar Falls",NA
"26640","Ashville",NA
"26641","Long Pond",NA
"26642","Chisholm",NA
"26643","Winter Harbor",NA
"26644","Gray",NA
"26645","Smyrna Mills",NA
"26646","Old Orchard Beach",NA
"26647","South Sanford",NA
"26648","Oquossoc",NA
"26649","South China",NA
"26650","Eagle Lake",NA
"26651","Damariscotta",NA
"26652","Hallowell",NA
"26653","York Harbor",0.911
"26654","Seboeis",NA
"26655","Carrabassett",NA
"26656","Oxbow",NA
"26657","Machias",NA
"26658","Green Lake",NA
"26659","Madison",NA
"26660","Clinton",NA
"26661","Winthrop",NA
"26662","Bass Harbor",NA
"26663","Bucksport",NA
"26664","Sweden",NA
"26665","Brownville Junction",NA
"26666","North Waterford",NA
"26667","Lake Arrowhead",NA
"26668","Soldier Pond",NA
"26669","Blaine",NA
"26670","Rumford",NA
"26671","Dexter",NA
"26672","Belfast",0.926
"26673","East Millinocket",NA
"26674","Howland",NA
"26675","Steep Falls",NA
"26676","Greenville",NA
"26677","Bryant Pond",NA
"26678","Fairfield",NA
"26679","Fryeburg",NA
"26680","Scarborough",NA
"26681","Wiscasset",NA
"26682","Kittery Point",0.913
"26683","Bingham",NA
"26684","Eastport",NA
"26685","Caribou",NA
"26686","Gardiner",NA
"26687","Cousins Island",NA
"26688","Kokadjo",NA
"26689","East Holden",NA
"26690","Portage",NA
"26691","Southwest Harbor",NA
"26692","Kittery",0.913
"26693","Springvale",NA
"26694","West Kennebunk",NA
"26695","Lincoln",NA
"26696","Houlton",NA
"26697","Little Falls",NA
"26698","Newcastle",NA
"26699","Yarmouth",NA
"26700","Norcross",NA
"26701","Isle Au Haut",NA
"26702","Westbrook",NA
"26703","Searsport",0.916
"26704","Mars Hill",NA
"26705","Lewiston",NA
"26706","Bowdoinham",NA
"26707","Shirley Mills",NA
"26708","Hinckley",NA
"26709","Bath",NA
"26710","Kennebunk",NA
"26711","Salem",NA
"26712","Winslow",NA
"26713","Wytopitlock",NA
"26714","North Windham",NA
"26715","Winterport",0.905
"26716","Farmington",NA
"26717","Chesuncook",NA
"26718","Thomaston",0.914
"26719","Somesville",NA
"26720","Naples",NA
"26721","Hartland",NA
"26722","Fort Kent",NA
"26723","Exeter Corners",0.848
"26724","Casco",NA
"26725","Atlantic",NA
"26726","Oxford",NA
"26727","Berwick",0.912
"26728","Lowelltown",NA
"26729","Mapleton",NA
"26730","Freeport",NA
"26731","Waldoboro",NA
"26732","Cumberland Center",NA
"26733","Bangor",0.888
"26734","Ashland",NA
"26735","Augusta",NA
"26736","Sherman Station",NA
"26737","Limestone",NA
"26738","Boothbay Harbor",0.935
"26739","Brewer",0.905
"26740","West Seboeis",NA
"26741","North Berwick",0.909
"26742","Newport",0.85
"26743","Portland",NA
"26744","Oakland",NA
"26745","Randolph",NA
"26746","Ellsworth",NA
"26747","Savage",0.914
"26748","Lochearn",0.917
"26749","Kensington",0.911
"26750","Peppermill Village",0.91
"26751","Brock Hall",0.913
"26752","Willards",NA
"26753","Snow Hill",NA
"26754","Pomona",0.913
"26755","Indian Head",0.914
"26756","Columbia",0.914
"26757","Parkville",0.915
"26758","Horsehead",0.909
"26759","Jennings",NA
"26760","Langford",0.914
"26761","Keedysville",0.908
"26762","Arundel Village",0.919
"26763","Redland",0.912
"26764","Charlestown",0.923
"26765","Easton",NA
"26766","Dickerson",0.914
"26767","Beltsville",0.91
"26768","Waterloo",0.914
"26769","Dundalk",0.913
"26770","Hancock",NA
"26771","Fairmount Heights",0.91
"26772","Frostburg",NA
"26773","Marydel",0.922
"26774","Leitch",0.911
"26775","Woodsboro",0.918
"26776","Bay Ridge",0.907
"26777","Crellin",NA
"26778","Goshen",0.915
"26779","Seat Pleasant",0.91
"26780","Mount Savage",NA
"26781","Choptank",NA
"26782","Brandywine",0.909
"26783","Cape Saint Claire",0.915
"26784","Lutherville",0.918
"26785","Fallston",NA
"26786","Potomac Heights",0.914
"26787","Hereford",NA
"26788","Hess",NA
"26789","Still Pond",0.917
"26790","Chase",0.913
"26791","Bowleys Quarters",0.915
"26792","Lanham",0.912
"26793","Antietam",0.92
"26794","Hutton",NA
"26795","Eckhart Mines",NA
"26796","Forest Glen",0.911
"26797","Saint George Island",0.929
"26798","Midlothian",NA
"26799","Somerset",0.911
"26800","Calverton",0.914
"26801","Mount Rainier",0.911
"26802","Fork",NA
"26803","Zion",0.921
"26804","Ocean City",NA
"26805","Burkittsville",0.911
"26806","Adamstown",0.904
"26807","Belcamp",NA
"26808","Pecktonville",NA
"26809","Mays Chapel",0.918
"26810","Mercersville",0.916
"26811","Federalsburg",NA
"26812","Breathedsville",0.908
"26813","Skidmore",0.915
"26814","Millersville",0.909
"26815","Algonquin",NA
"26816","Adelphi",0.911
"26817","Berwyn Heights",0.912
"26818","Glen Burnie",0.91
"26819","Stevensville",0.914
"26820","White Marsh",0.913
"26821","Pylesville",0.911
"26822","Cedarville",0.909
"26823","Pleasant Hills",NA
"26824","Baldwin",NA
"26825","Bowmans Addition",NA
"26826","Mountain",NA
"26827","Bishopville",NA
"26828","Magnolia",NA
"26829","Pomfret",0.912
"26830","Saint Michaels",NA
"26831","Providence",0.92
"26832","Pasadena",0.903
"26833","Gambrills",0.914
"26834","Tilghman",NA
"26835","Romancoke",NA
"26836","Prince Frederick",0.923
"26837","Middleburg",0.913
"26838","Centreville",0.891
"26839","Hyattsville",0.911
"26840","Benedict",0.924
"26841","Maugansville",0.916
"26842","Linganore",0.909
"26843","Cloverly",0.911
"26844","Coral Hills",0.91
"26845","Capitol Heights",0.91
"26846","Beaver Creek",0.91
"26847","Bryantown",0.91
"26848","Thurmont",0.909
"26849","Funkstown",0.91
