"","city","county","crime_rate_per_100000"
"2753","Belden","Plumas",572.6708733
"2754","East Shore","Plumas",572.6708733
"2755","Meadow Valley","Plumas",572.6708733
"2756","Hamilton Branch","Plumas",572.6708733
"2757","Indian Falls","Plumas",572.6708733
"2758","Little Grass Valley","Plumas",572.6708733
"2759","Beckwourth","Plumas",572.6708733
"2760","Lake Almanor West","Plumas",572.6708733
"2761","Iron Horse","Plumas",572.6708733
"2762","Mabie","Plumas",572.6708733
"2763","Lake Davis","Plumas",572.6708733
"2764","Whitehawk","Plumas",572.6708733
"2765","Keddie","Plumas",572.6708733
"2766","Blairsden","Plumas",572.6708733
"2767","Crescent Mills","Plumas",572.6708733
"2768","Sloat","Plumas",572.6708733
"2769","Cromberg","Plumas",572.6708733
"2770","La Porte","Plumas",572.6708733
"2771","Greenhorn","Plumas",572.6708733
"2772","Prattville","Plumas",572.6708733
"2773","Paxton","Plumas",572.6708733
"2774","Valley Ranch","Plumas",572.6708733
"2775","Almanor","Plumas",572.6708733
"2776","Mohawk Vista","Plumas",572.6708733
"2777","Delleker","Plumas",572.6708733
"2778","Taylorsville","Plumas",572.6708733
"2779","Lake Almanor Country Club","Plumas",572.6708733
"2780","East Quincy","Plumas",572.6708733
"2781","Plumas Eureka","Plumas",572.6708733
"2782","Portola","Plumas",572.6708733
"2783","Chester","Plumas",572.6708733
"2784","Tobin","Plumas",572.6708733
"2785","Greenville","Plumas",572.6708733
"2786","Canyondam","Plumas",572.6708733
"2787","Elgin","Kershaw",571.0538102
"2788","Liberty Hill","Kershaw",571.0538102
"2789","Bethune","Kershaw",571.0538102
"2790","Lugoff","Kershaw",571.0538102
"2791","Camden","Kershaw",571.0538102
"2792","Boykin","Kershaw",571.0538102
"2793","Westville","Kershaw",571.0538102
"2794","Cassatt","Kershaw",571.0538102
"2795","Big Rapids","Mecosta",570.6597383
"2796","Mecosta","Mecosta",570.6597383
"2797","Barryton","Mecosta",570.6597383
"2798","Morley","Mecosta",570.6597383
"2799","Stanwood","Mecosta",570.6597383
"2800","Canadian Lakes","Mecosta",570.6597383
"2801","La Huerta","Eddy",569.6670332
"2802","Carlsbad","Eddy",569.6670332
"2803","Malaga","Eddy",569.6670332
"2804","Loco Hills","Eddy",569.6670332
"2805","Whites City","Eddy",569.6670332
"2806","Atoka","Eddy",569.6670332
"2807","Hope","Eddy",569.6670332
"2808","Loving","Eddy",569.6670332
"2809","Black River Village","Eddy",569.6670332
"2810","Dayton","Eddy",569.6670332
"2811","Artesia","Eddy",569.6670332
"2812","Jonesville","Union",567.2493757
"2813","Buffalo","Union",567.2493757
"2814","Union","Union",567.2493757
"2815","Lockhart","Union",567.2493757
"2816","Carlisle","Union",567.2493757
"2817","Rankin","Vermilion",565.1757149
"2818","Indianola","Vermilion",565.1757149
"2819","Potomac","Vermilion",565.1757149
"2820","Georgetown","Vermilion",565.1757149
"2821","Henning","Vermilion",565.1757149
"2822","Oakwood","Vermilion",565.1757149
"2823","Fairmount","Vermilion",565.1757149
"2824","Fithian","Vermilion",565.1757149
"2825","Danville","Vermilion",565.1757149
"2826","Tilton","Vermilion",565.1757149
"2827","Ridge Farm","Vermilion",565.1757149
"2828","Sidell","Vermilion",565.1757149
"2829","Belgium","Vermilion",565.1757149
"2830","Olivet","Vermilion",565.1757149
"2831","Hoopeston","Vermilion",565.1757149
"2832","Rossville","Vermilion",565.1757149
"2833","Bismarck","Vermilion",565.1757149
"2834","Muncie","Vermilion",565.1757149
"2835","Alvin","Vermilion",565.1757149
"2836","Catlin","Vermilion",565.1757149
"2837","Westville","Vermilion",565.1757149
"2838","Jamaica","Vermilion",565.1757149
"2839","Jamesburg","Vermilion",565.1757149
"2840","Collison","Vermilion",565.1757149
"2841","Monero","Rio Arriba",563.9848273
"2842","Chimayo","Rio Arriba",563.9848273
"2843","El Vado","Rio Arriba",563.9848273
"2844","Alire","Rio Arriba",563.9848273
"2845","Alcalde","Rio Arriba",563.9848273
"2846","Canjilon","Rio Arriba",563.9848273
"2847","Truchas","Rio Arriba",563.9848273
"2848","Cebolla","Rio Arriba",563.9848273
"2849","San Juan Pueblo","Rio Arriba",563.9848273
"2850","Youngsville","Rio Arriba",563.9848273
"2851","Chama","Rio Arriba",563.9848273
"2852","Chamita","Rio Arriba",563.9848273
"2853","Brazos","Rio Arriba",563.9848273
"2854","Dixon","Rio Arriba",563.9848273
"2855","Lyden","Rio Arriba",563.9848273
"2856","Tierra Amarilla","Rio Arriba",563.9848273
"2857","Rutheron","Rio Arriba",563.9848273
"2858","Medanales","Rio Arriba",563.9848273
"2859","Cañones","Rio Arriba",563.9848273
"2860","La Mesilla","Rio Arriba",563.9848273
"2861","La Villita","Rio Arriba",563.9848273
"2862","Abiquiu","Rio Arriba",563.9848273
"2863","La Madera","Rio Arriba",563.9848273
"2864","Los Pinos","Rio Arriba",563.9848273
"2865","Dulce","Rio Arriba",563.9848273
"2866","El Rito","Rio Arriba",563.9848273
"2867","Santa Clara Pueblo","Rio Arriba",563.9848273
"2868","Velarde","Rio Arriba",563.9848273
"2869","Hernandez","Rio Arriba",563.9848273
"2870","Ojo Sarco","Rio Arriba",563.9848273
"2871","Cordova","Rio Arriba",563.9848273
"2872","Gallina","Rio Arriba",563.9848273
"2873","La Puente","Rio Arriba",563.9848273
"2874","Lumberton","Rio Arriba",563.9848273
"2875","Los Luceros","Rio Arriba",563.9848273
"2876","Ensenada","Rio Arriba",563.9848273
"2877","Los Ojos","Rio Arriba",563.9848273
"2878","Chili","Rio Arriba",563.9848273
"2879","El Duende","Rio Arriba",563.9848273
"2880","Embudo","Rio Arriba",563.9848273
"2881","Española","Rio Arriba",563.9848273
"2882","Pueblito","Rio Arriba",563.9848273
"2883","Canova","Rio Arriba",563.9848273
"2884","Wade","Cumberland",562.7993899
"2885","Godwin","Cumberland",562.7993899
"2886","Vander","Cumberland",562.7993899
"2887","Falcon","Cumberland",562.7993899
"2888","Stedman","Cumberland",562.7993899
"2889","Eastover","Cumberland",562.7993899
"2890","Linden","Cumberland",562.7993899
"2891","Fayetteville","Cumberland",562.7993899
"2892","Cumberland","Cumberland",562.7993899
"2893","Bonnie Doone","Cumberland",562.7993899
"2894","Hope Mills","Cumberland",562.7993899
"2895","Spring Lake","Cumberland",562.7993899
"2896","Bolivar","Hardeman",562.6092907
"2897","Toone","Hardeman",562.6092907
"2898","Whiteville","Hardeman",562.6092907
"2899","Middleton","Hardeman",562.6092907
"2900","Grand Junction","Hardeman",562.6092907
"2901","Saulsbury","Hardeman",562.6092907
"2902","Hickory Valley","Hardeman",562.6092907
"2903","Silerton","Hardeman",562.6092907
"2904","Hornsby","Hardeman",562.6092907
"2905","Batesville","Independence",562.2077466
"2906","Cushman","Independence",562.2077466
"2907","Cord","Independence",562.2077466
"2908","Magness","Independence",562.2077466
"2909","Salado","Independence",562.2077466
"2910","Newark","Independence",562.2077466
"2911","Jamestown","Independence",562.2077466
"2912","Bethesda","Independence",562.2077466
"2913","Desha","Independence",562.2077466
"2914","Floral","Independence",562.2077466
"2915","Oil Trough","Independence",562.2077466
"2916","Southside","Independence",562.2077466
"2917","Moorefield","Independence",562.2077466
"2918","Sulphur Rock","Independence",562.2077466
"2919","Pleasant Plains","Independence",562.2077466
"2920","Lanett","Chambers",562.0279843
"2921","Fredonia","Chambers",562.0279843
"2922","Abanda","Chambers",562.0279843
"2923","Lafayette","Chambers",562.0279843
"2924","Standing Rock","Chambers",562.0279843
"2925","Valley","Chambers",562.0279843
"2926","Stroud","Chambers",562.0279843
"2927","Waverly","Chambers",562.0279843
"2928","Huguley","Chambers",562.0279843
"2929","Cusseta","Chambers",562.0279843
"2930","Five Points","Chambers",562.0279843
"2931","Penton","Chambers",562.0279843
"2932","Corning","Tehama",561.3968314
"2933","Vina","Tehama",561.3968314
"2934","Paskenta","Tehama",561.3968314
"2935","Richfield","Tehama",561.3968314
"2936","Gerber","Tehama",561.3968314
"2937","Mineral","Tehama",561.3968314
"2938","Proberta","Tehama",561.3968314
"2939","Red Bluff","Tehama",561.3968314
"2940","Rancho Tehama Reserve","Tehama",561.3968314
"2941","Flournoy","Tehama",561.3968314
"2942","Manton","Tehama",561.3968314
"2943","Paynes Creek","Tehama",561.3968314
"2944","Bend","Tehama",561.3968314
"2945","Las Flores","Tehama",561.3968314
"2946","Los Molinos","Tehama",561.3968314
"2947","Tehama","Tehama",561.3968314
"2948","Baden","Brooks",560.7115236
"2949","Barney","Brooks",560.7115236
"2950","Pavo","Brooks",560.7115236
"2951","Morven","Brooks",560.7115236
"2952","Dixie","Brooks",560.7115236
"2953","Quitman","Brooks",560.7115236
"2954","Broadlands","Champaign",560.2815073
"2955","Seymour","Champaign",560.2815073
"2956","Pesotum","Champaign",560.2815073
"2957","Thomasboro","Champaign",560.2815073
"2958","Gifford","Champaign",560.2815073
"2959","Ogden","Champaign",560.2815073
"2960","Ludlow","Champaign",560.2815073
"2961","Bondville","Champaign",560.2815073
"2962","Tolono","Champaign",560.2815073
"2963","Allerton","Champaign",560.2815073
"2964","Longview","Champaign",560.2815073
"2965","Royal","Champaign",560.2815073
"2966","Fisher","Champaign",560.2815073
"2967","Saint Joseph","Champaign",560.2815073
"2968","Savoy","Champaign",560.2815073
"2969","Penfield","Champaign",560.2815073
"2970","Rantoul","Champaign",560.2815073
"2971","Lake of the Woods","Champaign",560.2815073
"2972","Sidney","Champaign",560.2815073
"2973","Champaign","Champaign",560.2815073
"2974","Urbana","Champaign",560.2815073
"2975","Ivesdale","Champaign",560.2815073
"2976","Philo","Champaign",560.2815073
"2977","Foosland","Champaign",560.2815073
"2978","Sadorus","Champaign",560.2815073
"2979","Homer","Champaign",560.2815073
"2980","Mahomet","Champaign",560.2815073
"2981","Sea Island","Glynn",559.4542867
"2982","Arco","Glynn",559.4542867
"2983","Country Club Estates","Glynn",559.4542867
"2984","Dock Junction","Glynn",559.4542867
"2985","Sterling","Glynn",559.4542867
"2986","Brunswick","Glynn",559.4542867
"2987","Saint Simons","Glynn",559.4542867
"2988","Thalmann","Glynn",559.4542867
"2989","Everett","Glynn",559.4542867
"2990","Oquawka","Henderson",557.9399142
"2991","Media","Henderson",557.9399142
"2992","Biggsville","Henderson",557.9399142
"2993","Lomax","Henderson",557.9399142
"2994","Stronghurst","Henderson",557.9399142
"2995","Raritan","Henderson",557.9399142
"2996","Gladstone","Henderson",557.9399142
"2997","Gulfport","Henderson",557.9399142
"2998","Pike","Sierra",557.9258287
"2999","Sattley","Sierra",557.9258287
"3000","Goodyears Bar","Sierra",557.9258287
"3001","Downieville","Sierra",557.9258287
"3002","Sierra Brooks","Sierra",557.9258287
"3003","Calpine","Sierra",557.9258287
"3004","Loyalton","Sierra",557.9258287
"3005","Alleghany","Sierra",557.9258287
"3006","Verdi","Sierra",557.9258287
"3007","Sierra City","Sierra",557.9258287
"3008","Sierraville","Sierra",557.9258287
"3009","New Tazewell","Claiborne",557.6679341
"3010","Arthur","Claiborne",557.6679341
"3011","Tazewell","Claiborne",557.6679341
"3012","Cumberland Gap","Claiborne",557.6679341
"3013","Harrogate","Claiborne",557.6679341
"3014","Clairfield","Claiborne",557.6679341
"3015","Lone Mountain","Claiborne",557.6679341
"3016","Eagan","Claiborne",557.6679341
"3017","Shawanee","Claiborne",557.6679341
"3018","Davidson","Mecklenburg",556.9251355
"3019","Charlotte","Mecklenburg",556.9251355
"3020","Mint Hill","Mecklenburg",556.9251355
"3021","Pineville","Mecklenburg",556.9251355
"3022","Derita","Mecklenburg",556.9251355
"3023","Matthews","Mecklenburg",556.9251355
"3024","Hickory Grove","Mecklenburg",556.9251355
"3025","Paw Creek","Mecklenburg",556.9251355
"3026","Cornelius","Mecklenburg",556.9251355
"3027","Huntersville","Mecklenburg",556.9251355
"3028","Hiouchi","Del Norte",556.0937108
"3029","Crescent City","Del Norte",556.0937108
"3030","Gasquet","Del Norte",556.0937108
"3031","Requa","Del Norte",556.0937108
"3032","Fort Dick","Del Norte",556.0937108
"3033","Klamath","Del Norte",556.0937108
"3034","Smith River","Del Norte",556.0937108
"3035","Peppermill Village","Prince George's",555.679764
"3036","Brock Hall","Prince George's",555.679764
"3037","Horsehead","Prince George's",555.679764
"3038","Beltsville","Prince George's",555.679764
"3039","Fairmount Heights","Prince George's",555.679764
"3040","Seat Pleasant","Prince George's",555.679764
"3041","Brandywine","Prince George's",555.679764
"3042","Lanham","Prince George's",555.679764
"3043","Calverton","Prince George's",555.679764
"3044","Mount Rainier","Prince George's",555.679764
"3045","Adelphi","Prince George's",555.679764
"3046","Berwyn Heights","Prince George's",555.679764
"3047","Cedarville","Prince George's",555.679764
"3048","Hyattsville","Prince George's",555.679764
"3049","Coral Hills","Prince George's",555.679764
"3050","Capitol Heights","Prince George's",555.679764
"3051","Upper Marlboro","Prince George's",555.679764
"3052","Cheltenham","Prince George's",555.679764
"3053","Westphalia","Prince George's",555.679764
"3054","Kettering","Prince George's",555.679764
"3055","Kentland","Prince George's",555.679764
"3056","Palmer Park","Prince George's",555.679764
"3057","West Laurel","Prince George's",555.679764
"3058","Glassmanor","Prince George's",555.679764
"3059","Accokeek","Prince George's",555.679764
"3060","Marlow Heights","Prince George's",555.679764
"3061","Largo","Prince George's",555.679764
"3062","Walker Mill","Prince George's",555.679764
"3063","Langley Park","Prince George's",555.679764
"3064","Forest Heights","Prince George's",555.679764
"3065","Clinton","Prince George's",555.679764
"3066","Dodge Park","Prince George's",555.679764
"3067","New Carrollton","Prince George's",555.679764
"3068","Aquasco","Prince George's",555.679764
"3069","Silesia","Prince George's",555.679764
"3070","Baden","Prince George's",555.679764
"3071","Hall","Prince George's",555.679764
"3072","Forestville","Prince George's",555.679764
"3073","Hillcrest Heights","Prince George's",555.679764
"3074","Bowie","Prince George's",555.679764
"3075","Rosaryville","Prince George's",555.679764
"3076","Cheverly","Prince George's",555.679764
"3077","Marlboro Meadows","Prince George's",555.679764
"3078","Colmar Manor","Prince George's",555.679764
"3079","Suitland","Prince George's",555.679764
"3080","Glenarden","Prince George's",555.679764
"3081","Greenbelt","Prince George's",555.679764
"3082","North Brentwood","Prince George's",555.679764
"3083","Croom","Prince George's",555.679764
"3084","Oxon Hill","Prince George's",555.679764
"3085","South Laurel","Prince George's",555.679764
"3086","Piscataway","Prince George's",555.679764
"3087","Camp Springs","Prince George's",555.679764
"3088","Edmonston","Prince George's",555.679764
"3089","Ritchie","Prince George's",555.679764
"3090","Riverdale Park","Prince George's",555.679764
"3091","District Heights","Prince George's",555.679764
"3092","Bladensburg","Prince George's",555.679764
"3093","Friendly","Prince George's",555.679764
"3094","Glenn Dale","Prince George's",555.679764
"3095","Chillum","Prince George's",555.679764
"3096","Landover","Prince George's",555.679764
"3097","Fort Washington","Prince George's",555.679764
"3098","Woodmore","Prince George's",555.679764
"3099","Landover Hills","Prince George's",555.679764
"3100","University Park","Prince George's",555.679764
"3101","East Riverdale","Prince George's",555.679764
"3102","Marlton","Prince George's",555.679764
"3103","College Park","Prince George's",555.679764
"3104","Silver Hill","Prince George's",555.679764
"3105","Mitchellville","Prince George's",555.679764
"3106","Seabrook","Prince George's",555.679764
"3107","Cottage City","Prince George's",555.679764
"3108","Springdale","Prince George's",555.679764
"3109","Lake Arbor","Prince George's",555.679764
"3110","Laurel","Prince George's",555.679764
"3111","Eagle Harbor","Prince George's",555.679764
"3112","Morningside","Prince George's",555.679764
"3113","Brentwood","Prince George's",555.679764
"3114","Temple Hills","Prince George's",555.679764
"3115","Qulin","Butler",554.7431702
"3116","Poplar Bluff","Butler",554.7431702
"3117","Rombauer","Butler",554.7431702
"3118","Harviell","Butler",554.7431702
"3119","Fisk","Butler",554.7431702
"3120","Fagus","Butler",554.7431702
"3121","Broseley","Butler",554.7431702
"3122","Neelyville","Butler",554.7431702
"3123","Panola","Sumter",553.8507597
"3124","Ward","Sumter",553.8507597
"3125","Epes","Sumter",553.8507597
"3126","York","Sumter",553.8507597
"3127","Emelle","Sumter",553.8507597
"3128","Livingston","Sumter",553.8507597
"3129","Cuba","Sumter",553.8507597
"3130","Lilita","Sumter",553.8507597
"3131","Gainesville","Sumter",553.8507597
"3132","Bellamy","Sumter",553.8507597
"3133","Geiger","Sumter",553.8507597
"3134","Columbia","Maury",552.7632192
"3135","Theta","Maury",552.7632192
"3136","Mount Pleasant","Maury",552.7632192
"3137","Spring Hill","Maury",552.7632192
"3138","Hampshire","Maury",552.7632192
"3139","Culleoka","Maury",552.7632192
"3140","Wilmer","Mobile",552.3100664
"3141","Dauphin Island","Mobile",552.3100664
"3142","Tillmans Corner","Mobile",552.3100664
"3143","Movico","Mobile",552.3100664
"3144","Gulfcrest","Mobile",552.3100664
"3145","Mobile","Mobile",552.3100664
"3146","Satsuma","Mobile",552.3100664
"3147","Creola","Mobile",552.3100664
"3148","Grand Bay","Mobile",552.3100664
"3149","Bellefontaine","Mobile",552.3100664
"3150","Calvert","Mobile",552.3100664
"3151","Heron Bay","Mobile",552.3100664
"3152","Saraland","Mobile",552.3100664
"3153","Theodore","Mobile",552.3100664
"3154","Chickasaw","Mobile",552.3100664
"3155","Semmes","Mobile",552.3100664
"3156","Chunchula","Mobile",552.3100664
"3157","Bayou La Batre","Mobile",552.3100664
"3158","Chastang","Mobile",552.3100664
"3159","Citronelle","Mobile",552.3100664
"3160","Prichard","Mobile",552.3100664
"3161","Axis","Mobile",552.3100664
"3162","Bucks","Mobile",552.3100664
